timestamp;ipO;portO;ipD;portD;signature;class;priority;eth
2008-12-05 08:59:42.221;10.13.1.32;NULL;10.100.113.71;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:59:42.221;10.13.1.32;NULL;10.100.113.72;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:59:42.221;10.13.1.32;NULL;10.100.113.73;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:59:42.221;10.13.1.32;NULL;10.100.113.74;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:59:42.221;10.13.1.32;NULL;10.100.113.75;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:59:42.221;10.13.1.32;NULL;10.100.113.76;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:59:42.221;10.13.1.32;NULL;10.100.113.78;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:59:42.221;10.13.1.32;NULL;10.100.113.80;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:59:42.221;10.13.1.32;NULL;10.100.113.82;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:59:42.221;10.13.1.32;NULL;10.100.113.83;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:59:42.221;10.13.1.32;NULL;10.100.113.131;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:59:42.221;10.13.1.32;NULL;10.100.113.132;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:59:42.221;10.13.1.32;NULL;10.100.113.145;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:59:42.221;10.13.1.32;NULL;10.100.113.146;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:59:42.221;10.13.1.32;NULL;10.100.113.153;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:59:42.221;10.13.1.32;NULL;10.100.113.154;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:59:42.221;10.13.1.32;NULL;10.100.113.155;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:59:42.221;10.13.1.32;NULL;10.100.113.156;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:59:42.221;10.13.1.32;NULL;10.100.113.157;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:59:42.221;10.13.1.32;NULL;10.100.113.158;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:59:42.221;10.13.1.32;NULL;10.100.113.159;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:59:42.221;10.13.1.32;NULL;10.100.113.160;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:59:42.221;10.13.1.32;NULL;10.100.113.165;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:59:42.221;10.13.1.32;NULL;10.100.113.166;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:59:42.221;10.13.1.32;NULL;10.100.113.187;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:59:42.221;10.13.1.32;NULL;10.100.113.188;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:59:42.221;10.13.1.32;NULL;10.100.113.190;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:59:42.221;10.13.1.32;NULL;10.100.113.191;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:59:42.225;10.13.1.32;NULL;10.100.113.206;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:59:42.225;10.13.1.32;NULL;10.100.113.207;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:59:42.225;10.13.1.32;NULL;10.100.113.236;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:59:42.225;10.13.1.32;NULL;10.100.113.237;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:59:42.225;10.13.1.32;NULL;10.100.113.238;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:59:42.225;10.13.1.32;NULL;10.100.113.239;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:59:42.225;10.13.1.32;NULL;10.100.113.240;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:59:42.225;10.13.1.32;NULL;10.100.113.241;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:59:42.225;10.13.1.32;NULL;10.100.113.201;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:59:42.225;10.13.1.32;NULL;10.100.113.202;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:59:42.489;10.13.1.32;NULL;10.100.113.244;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:59:42.489;10.13.1.32;NULL;10.100.113.245;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:59:42.765;10.13.1.32;NULL;10.100.113.11;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:59:42.765;10.13.1.32;NULL;10.100.113.12;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:59:42.953;10.13.1.32;NULL;10.100.113.187;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:59:42.953;10.13.1.32;NULL;10.100.113.188;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:59:42.953;10.13.1.32;NULL;10.100.113.190;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:59:42.953;10.13.1.32;NULL;10.100.113.191;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:59:42.957;10.13.1.32;NULL;10.100.113.201;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:59:42.957;10.13.1.32;NULL;10.100.113.202;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:59:43.033;10.13.1.32;NULL;10.100.113.249;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:59:43.033;10.13.1.32;NULL;10.100.113.250;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:59:43.033;10.13.1.32;NULL;10.100.113.251;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:59:43.033;10.13.1.32;NULL;10.100.113.252;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:59:43.033;10.13.1.32;NULL;10.100.113.253;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:59:43.033;10.13.1.32;NULL;10.100.113.254;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:59:43.033;10.13.1.32;NULL;10.100.113.255;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:59:43.033;10.13.1.32;NULL;10.100.113.0;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:59:43.09;10.13.1.32;NULL;10.100.113.244;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:59:43.09;10.13.1.32;NULL;10.100.113.245;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:59:43.221;10.13.1.32;NULL;10.100.113.23;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:59:43.221;10.13.1.32;NULL;10.100.113.79;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:59:43.221;10.13.1.32;NULL;10.100.113.134;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:59:43.221;10.13.1.32;NULL;10.100.113.135;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:59:43.225;10.13.1.32;NULL;10.100.113.247;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:59:43.225;10.13.1.32;NULL;10.100.113.248;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:59:43.633;10.13.1.32;NULL;10.100.113.0;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:59:43.633;10.13.1.32;NULL;10.100.113.253;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:59:43.633;10.13.1.32;NULL;10.100.113.254;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:59:43.633;10.13.1.32;NULL;10.100.113.255;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:59:43.821;10.13.1.32;NULL;10.100.113.23;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:59:43.821;10.13.1.32;NULL;10.100.113.79;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:59:43.821;10.13.1.32;NULL;10.100.113.134;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:59:43.821;10.13.1.32;NULL;10.100.113.135;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:59:43.825;10.13.1.32;NULL;10.100.113.247;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:59:43.825;10.13.1.32;NULL;10.100.113.248;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 09:00:54.837;10.13.1.32;58497;10.100.113.77;80;[119:4:1] (http_inspect) BARE BYTE UNICODE ENCODING;NULL;-1;6
2008-12-05 09:01:11.889;10.13.1.80;52182;10.100.113.77;80;[119:4:1] (http_inspect) BARE BYTE UNICODE ENCODING;NULL;-1;6
2008-12-05 09:02:30.466;10.13.1.82;56834;10.100.113.77;80;[119:4:1] (http_inspect) BARE BYTE UNICODE ENCODING;NULL;-1;6
2008-12-05 09:02:49.897;10.13.1.43;59840;10.100.113.77;80;[119:4:1] (http_inspect) BARE BYTE UNICODE ENCODING;NULL;-1;6
2008-12-05 09:02:53.605;10.13.1.1;45094;10.100.113.77;80;[119:4:1] (http_inspect) BARE BYTE UNICODE ENCODING;NULL;-1;6
2008-12-05 09:03:02.898;10.13.1.41;57620;10.100.113.77;80;[119:4:1] (http_inspect) BARE BYTE UNICODE ENCODING;NULL;-1;6
2008-12-05 09:03:02.968;10.13.1.78;34887;10.100.113.77;80;[119:4:1] (http_inspect) BARE BYTE UNICODE ENCODING;NULL;-1;6
2008-12-05 09:03:02.968;10.13.1.78;34890;10.100.113.77;80;[119:4:1] (http_inspect) BARE BYTE UNICODE ENCODING;NULL;-1;6
2008-12-05 09:03:04.319;10.13.1.51;54702;10.100.113.77;80;[119:4:1] (http_inspect) BARE BYTE UNICODE ENCODING;NULL;-1;6
2008-12-05 09:03:04.319;10.13.1.51;54703;10.100.113.77;80;[119:4:1] (http_inspect) BARE BYTE UNICODE ENCODING;NULL;-1;6
2008-12-05 09:03:04.319;10.13.1.51;54705;10.100.113.77;80;[119:4:1] (http_inspect) BARE BYTE UNICODE ENCODING;NULL;-1;6
2008-12-05 09:03:04.319;10.13.1.51;54704;10.100.113.77;80;[119:4:1] (http_inspect) BARE BYTE UNICODE ENCODING;NULL;-1;6
2008-12-05 09:03:10.503;10.13.1.52;57568;10.100.113.77;80;[119:4:1] (http_inspect) BARE BYTE UNICODE ENCODING;NULL;-1;6
2008-12-05 09:03:16.917;10.13.1.83;36507;10.100.113.77;80;[119:4:1] (http_inspect) BARE BYTE UNICODE ENCODING;NULL;-1;6
2008-12-05 09:03:20.025;10.13.1.77;57841;10.100.113.77;80;[119:4:1] (http_inspect) BARE BYTE UNICODE ENCODING;NULL;-1;6
2008-12-05 09:03:22.761;10.13.1.67;NULL;10.100.113.77;NULL;[122:7:0] (portscan) TCP Filtered Portsweep;NULL;-1;6
2008-12-05 09:03:27.138;10.13.1.35;46046;10.100.113.77;80;[119:4:1] (http_inspect) BARE BYTE UNICODE ENCODING;NULL;-1;6
2008-12-05 09:03:37.118;10.13.1.86;38551;10.100.113.77;80;[119:4:1] (http_inspect) BARE BYTE UNICODE ENCODING;NULL;-1;6
2008-12-05 09:03:37.992;10.13.1.79;38047;10.100.113.77;80;[119:4:1] (http_inspect) BARE BYTE UNICODE ENCODING;NULL;-1;6
2008-12-05 09:03:48.652;10.13.1.48;43058;10.100.113.77;80;[119:4:1] (http_inspect) BARE BYTE UNICODE ENCODING;NULL;-1;6
2008-12-05 09:03:52.983;10.13.1.79;38043;10.100.113.77;80;[119:4:1] (http_inspect) BARE BYTE UNICODE ENCODING;NULL;-1;6
2008-12-05 09:03:52.984;10.13.1.79;38044;10.100.113.77;80;[119:4:1] (http_inspect) BARE BYTE UNICODE ENCODING;NULL;-1;6
2008-12-05 09:03:59.115;10.13.1.81;55835;10.100.113.77;80;[119:4:1] (http_inspect) BARE BYTE UNICODE ENCODING;NULL;-1;6
2008-12-05 09:03:59.115;10.13.1.81;55834;10.100.113.77;80;[119:4:1] (http_inspect) BARE BYTE UNICODE ENCODING;NULL;-1;6
2008-12-05 09:04:42.378;10.13.1.67;51283;10.100.113.77;80;[119:4:1] (http_inspect) BARE BYTE UNICODE ENCODING;NULL;-1;6
2008-12-05 09:04:58.246;10.13.1.36;40505;10.100.113.77;80;[1:1852:3] WEB-MISC robots.txt access;access to a potentially vulnerable web application;2;6
2008-12-05 09:05:12.428;10.13.1.48;43081;10.100.113.77;80;[119:4:1] (http_inspect) BARE BYTE UNICODE ENCODING;NULL;-1;6
2008-12-05 09:05:15.244;10.13.1.69;49467;10.100.113.77;80;[1:1521:6] WEB-MISC server-status access;access to a potentially vulnerable web application;2;6
2008-12-05 09:05:19.165;10.13.1.79;38050;10.100.113.77;80;[1:1112:6] WEB-MISC http directory traversal;Attempted Information Leak;2;6
2008-12-05 09:05:37.228;10.13.1.86;35583;10.100.113.77;80;[119:4:1] (http_inspect) BARE BYTE UNICODE ENCODING;NULL;-1;6
2008-12-05 09:08:16.868;10.13.1.67;NULL;10.100.113.77;NULL;[122:7:0] (portscan) TCP Filtered Portsweep;NULL;-1;6
2008-12-05 09:10:25.481;10.13.1.52;54569;10.100.113.77;80;[119:4:1] (http_inspect) BARE BYTE UNICODE ENCODING;NULL;-1;6
2008-12-05 09:10:25.481;10.13.1.52;54570;10.100.113.77;80;[119:4:1] (http_inspect) BARE BYTE UNICODE ENCODING;NULL;-1;6
2008-12-05 09:10:25.665;10.13.1.52;54571;10.100.113.77;80;[119:4:1] (http_inspect) BARE BYTE UNICODE ENCODING;NULL;-1;6
2008-12-05 09:18:10.433;10.13.1.52;58145;10.100.113.77;80;[119:4:1] (http_inspect) BARE BYTE UNICODE ENCODING;NULL;-1;6
2008-12-05 09:19:00.071;10.13.1.67;49258;10.100.113.77;80;[119:4:1] (http_inspect) BARE BYTE UNICODE ENCODING;NULL;-1;6
2008-12-05 09:20:38.355;10.13.1.41;43188;10.100.113.77;80;[119:4:1] (http_inspect) BARE BYTE UNICODE ENCODING;NULL;-1;6
2008-12-05 09:21:41.581;10.13.1.46;39935;10.100.113.77;80;[119:4:1] (http_inspect) BARE BYTE UNICODE ENCODING;NULL;-1;6
2008-12-05 09:22:14.68;10.13.1.46;39990;10.100.113.77;80;[119:4:1] (http_inspect) BARE BYTE UNICODE ENCODING;NULL;-1;6
2008-12-05 09:22:56.583;10.13.1.46;40018;10.100.113.77;80;[119:4:1] (http_inspect) BARE BYTE UNICODE ENCODING;NULL;-1;6
2008-12-05 09:22:56.583;10.13.1.46;40017;10.100.113.77;80;[119:4:1] (http_inspect) BARE BYTE UNICODE ENCODING;NULL;-1;6
2008-12-05 09:38:55.398;10.13.1.52;50987;10.100.113.77;80;[119:4:1] (http_inspect) BARE BYTE UNICODE ENCODING;NULL;-1;6
2008-12-05 09:52:10.379;10.13.1.52;56305;10.100.113.77;80;[119:4:1] (http_inspect) BARE BYTE UNICODE ENCODING;NULL;-1;6
2008-12-05 10:10:50.186;10.13.1.46;36722;10.100.113.77;80;[119:4:1] (http_inspect) BARE BYTE UNICODE ENCODING;NULL;-1;6
2008-12-05 10:11:02.764;10.13.1.46;36740;10.100.113.77;80;[1:1807:11] WEB-MISC Chunked-Encoding transfer attempt;Web Application Attack;1;6
2008-12-05 10:11:15.72;10.13.1.46;36758;10.100.113.77;80;[1:1807:11] WEB-MISC Chunked-Encoding transfer attempt;Web Application Attack;1;6
2008-12-05 10:11:28.677;10.13.1.46;36776;10.100.113.77;80;[1:1807:11] WEB-MISC Chunked-Encoding transfer attempt;Web Application Attack;1;6
2008-12-05 10:11:41.657;10.13.1.46;36794;10.100.113.77;80;[1:1807:11] WEB-MISC Chunked-Encoding transfer attempt;Web Application Attack;1;6
2008-12-05 10:11:52.498;10.13.1.46;36801;10.100.113.77;80;[119:4:1] (http_inspect) BARE BYTE UNICODE ENCODING;NULL;-1;6
2008-12-05 10:12:04.88;10.13.1.46;36819;10.100.113.77;80;[1:1807:11] WEB-MISC Chunked-Encoding transfer attempt;Web Application Attack;1;6
2008-12-05 10:13:53.052;10.13.1.79;40838;10.100.113.77;80;[119:4:1] (http_inspect) BARE BYTE UNICODE ENCODING;NULL;-1;6
2008-12-05 10:13:54.453;10.13.1.38;50748;10.100.113.77;80;[119:4:1] (http_inspect) BARE BYTE UNICODE ENCODING;NULL;-1;6
2008-12-05 10:14:23.071;10.13.1.79;40842;10.100.113.77;80;[119:4:1] (http_inspect) BARE BYTE UNICODE ENCODING;NULL;-1;6
2008-12-05 10:16:21.84;10.13.1.67;49409;10.100.113.77;80;[119:4:1] (http_inspect) BARE BYTE UNICODE ENCODING;NULL;-1;6
2008-12-05 10:16:40.336;10.13.1.67;49412;10.100.113.77;80;[119:4:1] (http_inspect) BARE BYTE UNICODE ENCODING;NULL;-1;6
2008-12-05 10:17:05.621;10.13.1.67;49426;10.100.113.77;80;[119:4:1] (http_inspect) BARE BYTE UNICODE ENCODING;NULL;-1;6
2008-12-05 10:17:50.519;10.13.1.67;33579;10.100.113.77;80;[1:1807:11] WEB-MISC Chunked-Encoding transfer attempt;Web Application Attack;1;6
2008-12-05 10:18:16.293;10.13.1.52;52413;10.100.113.77;80;[119:4:1] (http_inspect) BARE BYTE UNICODE ENCODING;NULL;-1;6
2008-12-05 10:18:20.015;10.13.1.52;52415;10.100.113.77;80;[119:4:1] (http_inspect) BARE BYTE UNICODE ENCODING;NULL;-1;6
2008-12-05 10:18:33.952;10.13.1.67;33597;10.100.113.77;80;[1:1807:11] WEB-MISC Chunked-Encoding transfer attempt;Web Application Attack;1;6
2008-12-05 10:18:36.193;10.13.1.52;52414;10.100.113.77;80;[119:4:1] (http_inspect) BARE BYTE UNICODE ENCODING;NULL;-1;6
2008-12-05 10:18:36.193;10.13.1.52;52416;10.100.113.77;80;[119:4:1] (http_inspect) BARE BYTE UNICODE ENCODING;NULL;-1;6
2008-12-05 10:19:15.805;10.13.1.52;52420;10.100.113.77;80;[119:4:1] (http_inspect) BARE BYTE UNICODE ENCODING;NULL;-1;6
2008-12-05 10:21:56.546;10.13.1.66;NULL;10.100.113.17;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 10:21:56.546;10.13.1.66;NULL;10.100.113.18;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 10:21:56.546;10.13.1.66;NULL;10.100.113.19;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 10:21:56.547;10.13.1.66;NULL;10.100.113.20;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 10:21:56.547;10.13.1.66;NULL;10.100.113.21;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 10:21:56.547;10.13.1.66;NULL;10.100.113.22;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 10:21:56.547;10.13.1.66;NULL;10.100.113.27;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 10:21:56.547;10.13.1.66;NULL;10.100.113.28;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 10:21:56.547;10.13.1.66;NULL;10.100.113.29;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 10:21:56.547;10.13.1.66;NULL;10.100.113.30;NULL;[122:26:0] (portscan) ICMP Filtered Sweep;NULL;-1;6
2008-12-05 10:21:56.547;10.13.1.66;NULL;10.100.113.30;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 10:21:56.547;10.13.1.66;NULL;10.100.113.31;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 10:21:56.547;10.13.1.66;NULL;10.100.113.32;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 10:21:56.547;10.13.1.66;NULL;10.100.113.33;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 10:21:56.547;10.13.1.66;NULL;10.100.113.34;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 10:21:56.547;10.13.1.66;NULL;10.100.113.35;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 10:21:57.277;10.13.1.66;NULL;10.100.113.41;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 10:21:57.277;10.13.1.66;NULL;10.100.113.42;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 10:21:57.277;10.13.1.66;NULL;10.100.113.43;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 10:21:57.277;10.13.1.66;NULL;10.100.113.44;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 10:21:57.277;10.13.1.66;NULL;10.100.113.45;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 10:21:57.277;10.13.1.66;NULL;10.100.113.46;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 10:21:57.278;10.13.1.66;NULL;10.100.113.47;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 10:21:57.278;10.13.1.66;NULL;10.100.113.48;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 10:21:57.449;10.13.1.66;NULL;10.100.113.55;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 10:21:57.449;10.13.1.66;NULL;10.100.113.56;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 10:21:57.449;10.13.1.66;NULL;10.100.113.57;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 10:21:57.453;10.13.1.66;NULL;10.100.113.60;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 10:21:57.453;10.13.1.66;NULL;10.100.113.61;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 10:21:57.453;10.13.1.66;NULL;10.100.113.62;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 10:21:57.462;10.13.1.66;NULL;10.100.113.70;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 10:21:57.462;10.13.1.66;NULL;10.100.113.71;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 10:21:57.462;10.13.1.66;NULL;10.100.113.72;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 10:21:57.465;10.13.1.66;NULL;10.100.113.17;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 10:21:57.465;10.13.1.66;NULL;10.100.113.18;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 10:21:57.465;10.13.1.66;NULL;10.100.113.19;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 10:21:57.465;10.13.1.66;NULL;10.100.113.20;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 10:21:57.465;10.13.1.66;NULL;10.100.113.21;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 10:21:57.465;10.13.1.66;NULL;10.100.113.22;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 10:21:57.465;10.13.1.66;NULL;10.100.113.27;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 10:21:57.465;10.13.1.66;NULL;10.100.113.28;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 10:21:57.465;10.13.1.66;NULL;10.100.113.29;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 10:21:57.465;10.13.1.66;NULL;10.100.113.30;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 10:21:57.465;10.13.1.66;NULL;10.100.113.31;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 10:21:57.465;10.13.1.66;NULL;10.100.113.32;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 10:21:57.466;10.13.1.66;NULL;10.100.113.33;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 10:21:57.466;10.13.1.66;NULL;10.100.113.34;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 10:21:57.466;10.13.1.66;NULL;10.100.113.35;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 10:21:57.466;10.13.1.66;NULL;10.100.113.75;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 10:21:57.466;10.13.1.66;NULL;10.100.113.76;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 10:21:57.466;10.13.1.66;NULL;10.100.113.78;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 10:21:57.466;10.13.1.66;NULL;10.100.113.81;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 10:21:57.466;10.13.1.66;NULL;10.100.113.82;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 10:21:57.466;10.13.1.66;NULL;10.100.113.83;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
